Output Order,Index Name,In Text Name,Category,Introduced in Version,Description,Numerator/equation,Denominator,Corpus/Database,Reference,Corpus/Database Reference,Mode-Genre,Raw/Lemma,Types of Words,Raw/Log,Tokens/Types
602,COCA_lemma_Academic_Trigram_Range_Log,COCA Academic Trigram Range Logarithm,Ngram Range,TAALES 2.5,Mean trigram range score,Sum of range scores,number of trigrams in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Log Transformed,Tokens
603,COCA_lemma_academic_tri_MI,COCA Academic Trigram Unigram to Bigram Association Strength (MI),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (item 1 = first word, item 2 = following bigram)",Sum of Mutual Information scores,number of trigrams in text with Mutual Information score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Tokens
604,COCA_lemma_academic_tri_MI2,COCA Academic Trigram Unigram to Bigram Association Strength (MI^2),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (MI^2)  (item 1 = first word, item 2 = following bigram)",Sum of MI^2 scores,number of trigrams in text with MI^2 scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Tokens
605,COCA_lemma_academic_tri_T,COCA Academic Trigram Unigram to Bigram Association Strength (T),Ngram Association Strength,TAALES 2.5,"Mean T Association Strength Score  (item 1 = first word, item 2 = following bigram)",Sum of T scores,number of trigrams in text with T scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Tokens
606,COCA_lemma_academic_tri_DP,COCA Academic Trigram Unigram to Bigram Association Strength (DP),Ngram Association Strength,TAALES 2.5,"Mean Delta P Association Score (left to right)  (item 1 = first word, item 2 = following bigram)",Sum of Delta P scores,number of trigrams in text with Delta P scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Tokens
607,COCA_lemma_academic_tri_AC,COCA Academic Trigram Unigram to Bigram Association Strength (AC),Ngram Association Strength,TAALES 2.5,"Mean Approximate Collexeme Strength Score (left to right DP * frequency of first item)  (item 1 = first word, item 2 = following bigram)",Sum of Collexeme scores,number of trigrams in text with Collexeme scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Tokens
608,COCA_lemma_academic_tri_2_MI,COCA Academic Trigram Bigram to Unigram Association Strength (MI),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (item 1 = first bigram, item 2 = remaining word)",Sum of Mutual Information scores,number of trigrams in text with Mutual Information score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Tokens
609,COCA_lemma_academic_tri_2_MI2,COCA Academic Trigram Bigram to Unigram Association Strength (MI^2),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (MI^2)  (item 1 = first bigram, item 2 = remaining word)",Sum of MI^2 scores,number of trigrams in text with MI^2 scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Tokens
610,COCA_lemma_academic_tri_2_T,COCA Academic Trigram Bigram to Unigram Association Strength (T),Ngram Association Strength,TAALES 2.5,"Mean T Association Strength Score  (item 1 = first bigram, item 2 = remaining word)",Sum of T scores,number of trigrams in text with T scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Tokens
611,COCA_lemma_academic_tri_2_DP,COCA Academic Trigram Bigram to Unigram Association Strength (DP),Ngram Association Strength,TAALES 2.5,"Mean Delta P Association Score (left to right)  (item 1 = first bigram, item 2 = remaining word)",Sum of Delta P scores,number of trigrams in text with Delta P scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Tokens
612,COCA_lemma_academic_tri_2_AC,COCA Academic Trigram Bigram to Unigram Association Strength (AC),Ngram Association Strength,TAALES 2.5,"Mean Approximate Collexeme Strength Score (left to right DP * frequency of first item)  (item 1 = first bigram, item 2 = remaining word)",Sum of Collexeme scores,number of trigrams in text with Collexeme scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Tokens
613,COCA_lemma_academic_tri_prop_30k,COCA Academic Trigram Proportion 30k,Ngram Frequency,TAALES 2.5,"Proportion of trigrams in text that are among the 30,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Tokens
614,COCA_lemma_academic_tri_prop_60k,COCA Academic Trigram Proportion 60k,Ngram Frequency,TAALES 2.5,"Proportion of trigrams in text that are among the 60,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Tokens
615,COCA_lemma_academic_tri_prop_90k,COCA Academic Trigram Proportion 90k,Ngram Frequency,TAALES 2.5,"Proportion of trigrams in text that are among the 90,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Tokens
616,COCA_lemma_Fiction_Trigram_Frequency,COCA Fiction Trigram Frequency,Ngram Frequency,TAALES 2.5,Mean trigram frequency score,Sum of trigram frequency scores,number of trigrams in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Raw,Tokens
617,COCA_lemma_Fiction_Trigram_Range,COCA Fiction Trigram Range,Ngram Range,TAALES 2.5,Mean trigram range score,Sum of range scores,number of trigrams in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Raw,Tokens
618,COCA_lemma_Fiction_Trigram_Frequency_Log,COCA Fiction Trigram Frequency Logarithm,Ngram Frequency,TAALES 2.5,Mean trigram frequency score,Sum of trigram frequency scores,number of trigrams in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Log Transformed,Tokens
619,COCA_lemma_Fiction_Trigram_Range_Log,COCA Fiction Trigram Range Logarithm,Ngram Range,TAALES 2.5,Mean trigram range score,Sum of range scores,number of trigrams in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Log Transformed,Tokens
620,COCA_lemma_fiction_tri_MI,COCA Fiction Trigram Unigram to Bigram Association Strength (MI),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (item 1 = first word, item 2 = following bigram)",Sum of Mutual Information scores,number of trigrams in text with Mutual Information score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Raw,Tokens
621,COCA_lemma_fiction_tri_MI2,COCA Fiction Trigram Unigram to Bigram Association Strength (MI^2),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (MI^2)  (item 1 = first word, item 2 = following bigram)",Sum of MI^2 scores,number of trigrams in text with MI^2 scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Raw,Tokens
622,COCA_lemma_fiction_tri_T,COCA Fiction Trigram Unigram to Bigram Association Strength (T),Ngram Association Strength,TAALES 2.5,"Mean T Association Strength Score  (item 1 = first word, item 2 = following bigram)",Sum of T scores,number of trigrams in text with T scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Raw,Tokens
623,COCA_lemma_fiction_tri_DP,COCA Fiction Trigram Unigram to Bigram Association Strength (DP),Ngram Association Strength,TAALES 2.5,"Mean Delta P Association Score (left to right)  (item 1 = first word, item 2 = following bigram)",Sum of Delta P scores,number of trigrams in text with Delta P scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Raw,Tokens
624,COCA_lemma_fiction_tri_AC,COCA Fiction Trigram Unigram to Bigram Association Strength (AC),Ngram Association Strength,TAALES 2.5,"Mean Approximate Collexeme Strength Score (left to right DP * frequency of first item)  (item 1 = first word, item 2 = following bigram)",Sum of Collexeme scores,number of trigrams in text with Collexeme scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Raw,Tokens
625,COCA_lemma_fiction_tri_2_MI,COCA Fiction Trigram Bigram to Unigram Association Strength (MI),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (item 1 = first bigram, item 2 = remaining word)",Sum of Mutual Information scores,number of trigrams in text with Mutual Information score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Raw,Tokens
626,COCA_lemma_fiction_tri_2_MI2,COCA Fiction Trigram Bigram to Unigram Association Strength (MI^2),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (MI^2)  (item 1 = first bigram, item 2 = remaining word)",Sum of MI^2 scores,number of trigrams in text with MI^2 scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Raw,Tokens
627,COCA_lemma_fiction_tri_2_T,COCA Fiction Trigram Bigram to Unigram Association Strength (T),Ngram Association Strength,TAALES 2.5,"Mean T Association Strength Score  (item 1 = first bigram, item 2 = remaining word)",Sum of T scores,number of trigrams in text with T scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Raw,Tokens
628,COCA_lemma_fiction_tri_2_DP,COCA Fiction Trigram Bigram to Unigram Association Strength (DP),Ngram Association Strength,TAALES 2.5,"Mean Delta P Association Score (left to right)  (item 1 = first bigram, item 2 = remaining word)",Sum of Delta P scores,number of trigrams in text with Delta P scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Raw,Tokens
629,COCA_lemma_fiction_tri_2_AC,COCA Fiction Trigram Bigram to Unigram Association Strength (AC),Ngram Association Strength,TAALES 2.5,"Mean Approximate Collexeme Strength Score (left to right DP * frequency of first item)  (item 1 = first bigram, item 2 = remaining word)",Sum of Collexeme scores,number of trigrams in text with Collexeme scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Raw,Tokens
630,COCA_lemma_fiction_tri_prop_30k,COCA Fiction Trigram Proportion 30k,Ngram Frequency,TAALES 2.5,"Proportion of trigrams in text that are among the 30,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Raw,Tokens
631,COCA_lemma_fiction_tri_prop_60k,COCA Fiction Trigram Proportion 60k,Ngram Frequency,TAALES 2.5,"Proportion of trigrams in text that are among the 60,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Raw,Tokens
632,COCA_lemma_fiction_tri_prop_90k,COCA Fiction Trigram Proportion 90k,Ngram Frequency,TAALES 2.5,"Proportion of trigrams in text that are among the 90,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Raw,Tokens
633,COCA_lemma_Magazine_Trigram_Frequency,COCA Magazine Trigram Frequency,Ngram Frequency,TAALES 2.5,Mean trigram frequency score,Sum of trigram frequency scores,number of trigrams in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Magazine,Lemma,All Words,Raw,Tokens
634,COCA_lemma_Magazine_Trigram_Range,COCA Magazine Trigram Range,Ngram Range,TAALES 2.5,Mean trigram range score,Sum of range scores,number of trigrams in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Magazine,Lemma,All Words,Raw,Tokens
635,COCA_lemma_Magazine_Trigram_Frequency_Log,COCA Magazine Trigram Frequency Logarithm,Ngram Frequency,TAALES 2.5,Mean trigram frequency score,Sum of trigram frequency scores,number of trigrams in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Magazine,Lemma,All Words,Log Transformed,Tokens
636,COCA_lemma_Magazine_Trigram_Range_Log,COCA Magazine Trigram Range Logarithm,Ngram Range,TAALES 2.5,Mean trigram range score,Sum of range scores,number of trigrams in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Magazine,Lemma,All Words,Log Transformed,Tokens
637,COCA_lemma_magazine_tri_MI,COCA Magazine Trigram Unigram to Bigram Association Strength (MI),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (item 1 = first word, item 2 = following bigram)",Sum of Mutual Information scores,number of trigrams in text with Mutual Information score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Magazine,Lemma,All Words,Raw,Tokens
638,COCA_lemma_magazine_tri_MI2,COCA Magazine Trigram Unigram to Bigram Association Strength (MI^2),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (MI^2)  (item 1 = first word, item 2 = following bigram)",Sum of MI^2 scores,number of trigrams in text with MI^2 scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Magazine,Lemma,All Words,Raw,Tokens
639,COCA_lemma_magazine_tri_T,COCA Magazine Trigram Unigram to Bigram Association Strength (T),Ngram Association Strength,TAALES 2.5,"Mean T Association Strength Score  (item 1 = first word, item 2 = following bigram)",Sum of T scores,number of trigrams in text with T scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Magazine,Lemma,All Words,Raw,Tokens
640,COCA_lemma_magazine_tri_DP,COCA Magazine Trigram Unigram to Bigram Association Strength (DP),Ngram Association Strength,TAALES 2.5,"Mean Delta P Association Score (left to right)  (item 1 = first word, item 2 = following bigram)",Sum of Delta P scores,number of trigrams in text with Delta P scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Magazine,Lemma,All Words,Raw,Tokens
641,COCA_lemma_magazine_tri_AC,COCA Magazine Trigram Unigram to Bigram Association Strength (AC),Ngram Association Strength,TAALES 2.5,"Mean Approximate Collexeme Strength Score (left to right DP * frequency of first item)  (item 1 = first word, item 2 = following bigram)",Sum of Collexeme scores,number of trigrams in text with Collexeme scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Magazine,Lemma,All Words,Raw,Tokens
642,COCA_lemma_magazine_tri_2_MI,COCA Magazine Trigram Bigram to Unigram Association Strength (MI),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (item 1 = first bigram, item 2 = remaining word)",Sum of Mutual Information scores,number of trigrams in text with Mutual Information score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Magazine,Lemma,All Words,Raw,Tokens
643,COCA_lemma_magazine_tri_2_MI2,COCA Magazine Trigram Bigram to Unigram Association Strength (MI^2),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (MI^2)  (item 1 = first bigram, item 2 = remaining word)",Sum of MI^2 scores,number of trigrams in text with MI^2 scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Magazine,Lemma,All Words,Raw,Tokens
644,COCA_lemma_magazine_tri_2_T,COCA Magazine Trigram Bigram to Unigram Association Strength (T),Ngram Association Strength,TAALES 2.5,"Mean T Association Strength Score  (item 1 = first bigram, item 2 = remaining word)",Sum of T scores,number of trigrams in text with T scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Magazine,Lemma,All Words,Raw,Tokens
645,COCA_lemma_magazine_tri_2_DP,COCA Magazine Trigram Bigram to Unigram Association Strength (DP),Ngram Association Strength,TAALES 2.5,"Mean Delta P Association Score (left to right)  (item 1 = first bigram, item 2 = remaining word)",Sum of Delta P scores,number of trigrams in text with Delta P scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Magazine,Lemma,All Words,Raw,Tokens
646,COCA_lemma_magazine_tri_2_AC,COCA Magazine Trigram Bigram to Unigram Association Strength (AC),Ngram Association Strength,TAALES 2.5,"Mean Approximate Collexeme Strength Score (left to right DP * frequency of first item)  (item 1 = first bigram, item 2 = remaining word)",Sum of Collexeme scores,number of trigrams in text with Collexeme scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Magazine,Lemma,All Words,Raw,Tokens
647,COCA_lemma_magazine_tri_prop_30k,COCA Magazine Trigram Proportion 30k,Ngram Frequency,TAALES 2.5,"Proportion of trigrams in text that are among the 30,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Magazine,Lemma,All Words,Raw,Tokens
648,COCA_lemma_magazine_tri_prop_60k,COCA Magazine Trigram Proportion 60k,Ngram Frequency,TAALES 2.5,"Proportion of trigrams in text that are among the 60,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Magazine,Lemma,All Words,Raw,Tokens
649,COCA_lemma_magazine_tri_prop_90k,COCA Magazine Trigram Proportion 90k,Ngram Frequency,TAALES 2.5,"Proportion of trigrams in text that are among the 90,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Magazine,Lemma,All Words,Raw,Tokens
650,COCA_lemma_newspaper_Trigram_Frequency,COCA News Trigram Frequency,Ngram Frequency,TAALES 2.5,Mean trigram frequency score,Sum of trigram frequency scores,number of trigrams in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Raw,Tokens
651,COCA_lemma_newspaper_Trigram_Range,COCA News Trigram Range,Ngram Range,TAALES 2.5,Mean trigram range score,Sum of range scores,number of trigrams in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Raw,Tokens
652,COCA_lemma_newspaper_Trigram_Frequency_Log,COCA News Trigram Frequency Logarithm,Ngram Frequency,TAALES 2.5,Mean trigram frequency score,Sum of trigram frequency scores,number of trigrams in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Log Transformed,Tokens
653,COCA_lemma_newspaper_Trigram_Range_Log,COCA News Trigram Range Logarithm,Ngram Range,TAALES 2.5,Mean trigram range score,Sum of range scores,number of trigrams in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Log Transformed,Tokens
654,COCA_lemma_newspaper_tri_MI,COCA News Trigram Unigram to Bigram Association Strength (MI),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (item 1 = first word, item 2 = following bigram)",Sum of Mutual Information scores,number of trigrams in text with Mutual Information score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Raw,Tokens
655,COCA_lemma_newspaper_tri_MI2,COCA News Trigram Unigram to Bigram Association Strength (MI^2),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (MI^2)  (item 1 = first word, item 2 = following bigram)",Sum of MI^2 scores,number of trigrams in text with MI^2 scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Raw,Tokens
656,COCA_lemma_newspaper_tri_T,COCA News Trigram Unigram to Bigram Association Strength (T),Ngram Association Strength,TAALES 2.5,"Mean T Association Strength Score  (item 1 = first word, item 2 = following bigram)",Sum of T scores,number of trigrams in text with T scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Raw,Tokens
657,COCA_lemma_newspaper_tri_DP,COCA News Trigram Unigram to Bigram Association Strength (DP),Ngram Association Strength,TAALES 2.5,"Mean Delta P Association Score (left to right)  (item 1 = first word, item 2 = following bigram)",Sum of Delta P scores,number of trigrams in text with Delta P scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Raw,Tokens
658,COCA_lemma_newspaper_tri_AC,COCA News Trigram Unigram to Bigram Association Strength (AC),Ngram Association Strength,TAALES 2.5,"Mean Approximate Collexeme Strength Score (left to right DP * frequency of first item)  (item 1 = first word, item 2 = following bigram)",Sum of Collexeme scores,number of trigrams in text with Collexeme scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Raw,Tokens
659,COCA_lemma_newspaper_tri_2_MI,COCA News Trigram Bigram to Unigram Association Strength (MI),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (item 1 = first bigram, item 2 = remaining word)",Sum of Mutual Information scores,number of trigrams in text with Mutual Information score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Raw,Tokens
660,COCA_lemma_newspaper_tri_2_MI2,COCA News Trigram Bigram to Unigram Association Strength (MI^2),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (MI^2)  (item 1 = first bigram, item 2 = remaining word)",Sum of MI^2 scores,number of trigrams in text with MI^2 scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Raw,Tokens
661,COCA_lemma_newspaper_tri_2_T,COCA News Trigram Bigram to Unigram Association Strength (T),Ngram Association Strength,TAALES 2.5,"Mean T Association Strength Score  (item 1 = first bigram, item 2 = remaining word)",Sum of T scores,number of trigrams in text with T scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Raw,Tokens
662,COCA_lemma_newspaper_tri_2_DP,COCA News Trigram Bigram to Unigram Association Strength (DP),Ngram Association Strength,TAALES 2.5,"Mean Delta P Association Score (left to right)  (item 1 = first bigram, item 2 = remaining word)",Sum of Delta P scores,number of trigrams in text with Delta P scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Raw,Tokens
663,COCA_lemma_newspaper_tri_2_AC,COCA News Trigram Bigram to Unigram Association Strength (AC),Ngram Association Strength,TAALES 2.5,"Mean Approximate Collexeme Strength Score (left to right DP * frequency of first item)  (item 1 = first bigram, item 2 = remaining word)",Sum of Collexeme scores,number of trigrams in text with Collexeme scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Raw,Tokens
664,COCA_lemma_newspaper_tri_prop_30k,COCA News Trigram Proportion 30k,Ngram Frequency,TAALES 2.5,"Proportion of trigrams in text that are among the 30,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Raw,Tokens
665,COCA_lemma_newspaper_tri_prop_60k,COCA News Trigram Proportion 60k,Ngram Frequency,TAALES 2.5,"Proportion of trigrams in text that are among the 60,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Raw,Tokens
666,COCA_lemma_newspaper_tri_prop_90k,COCA News Trigram Proportion 90k,Ngram Frequency,TAALES 2.5,"Proportion of trigrams in text that are among the 90,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - News,Lemma,All Words,Raw,Tokens
667,COCA_lemma_spoken_Trigram_Frequency,COCA Spoken Trigram Frequency,Ngram Frequency,TAALES 2.5,Mean trigram frequency score,Sum of trigram frequency scores,number of trigrams in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Raw,Tokens
668,COCA_lemma_spoken_Trigram_Range,COCA Spoken Trigram Range,Ngram Range,TAALES 2.5,Mean trigram range score,Sum of range scores,number of trigrams in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Raw,Tokens
669,COCA_lemma_spoken_Trigram_Frequency_Log,COCA Spoken Trigram Frequency Logarithm,Ngram Frequency,TAALES 2.5,Mean trigram frequency score,Sum of trigram frequency scores,number of trigrams in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Log Transformed,Tokens
670,COCA_lemma_spoken_Trigram_Range_Log,COCA Spoken Trigram Range Logarithm,Ngram Range,TAALES 2.5,Mean trigram range score,Sum of range scores,number of trigrams in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Log Transformed,Tokens
671,COCA_lemma_spoken_tri_MI,COCA Spoken Trigram Unigram to Bigram Association Strength (MI),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (item 1 = first word, item 2 = following bigram)",Sum of Mutual Information scores,number of trigrams in text with Mutual Information score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Raw,Tokens
672,COCA_lemma_spoken_tri_MI2,COCA Spoken Trigram Unigram to Bigram Association Strength (MI^2),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (MI^2)  (item 1 = first word, item 2 = following bigram)",Sum of MI^2 scores,number of trigrams in text with MI^2 scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Raw,Tokens
673,COCA_lemma_spoken_tri_T,COCA Spoken Trigram Unigram to Bigram Association Strength (T),Ngram Association Strength,TAALES 2.5,"Mean T Association Strength Score  (item 1 = first word, item 2 = following bigram)",Sum of T scores,number of trigrams in text with T scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Raw,Tokens
674,COCA_lemma_spoken_tri_DP,COCA Spoken Trigram Unigram to Bigram Association Strength (DP),Ngram Association Strength,TAALES 2.5,"Mean Delta P Association Score (left to right)  (item 1 = first word, item 2 = following bigram)",Sum of Delta P scores,number of trigrams in text with Delta P scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Raw,Tokens
675,COCA_lemma_spoken_tri_AC,COCA Spoken Trigram Unigram to Bigram Association Strength (AC),Ngram Association Strength,TAALES 2.5,"Mean Approximate Collexeme Strength Score (left to right DP * frequency of first item)  (item 1 = first word, item 2 = following bigram)",Sum of Collexeme scores,number of trigrams in text with Collexeme scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Raw,Tokens
676,COCA_lemma_spoken_tri_2_MI,COCA Spoken Trigram Bigram to Unigram Association Strength (MI),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (item 1 = first bigram, item 2 = remaining word)",Sum of Mutual Information scores,number of trigrams in text with Mutual Information score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Raw,Tokens
677,COCA_lemma_spoken_tri_2_MI2,COCA Spoken Trigram Bigram to Unigram Association Strength (MI^2),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (MI^2)  (item 1 = first bigram, item 2 = remaining word)",Sum of MI^2 scores,number of trigrams in text with MI^2 scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Raw,Tokens
678,COCA_lemma_spoken_tri_2_T,COCA Spoken Trigram Bigram to Unigram Association Strength (T),Ngram Association Strength,TAALES 2.5,"Mean T Association Strength Score  (item 1 = first bigram, item 2 = remaining word)",Sum of T scores,number of trigrams in text with T scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Raw,Tokens
679,COCA_lemma_spoken_tri_2_DP,COCA Spoken Trigram Bigram to Unigram Association Strength (DP),Ngram Association Strength,TAALES 2.5,"Mean Delta P Association Score (left to right)  (item 1 = first bigram, item 2 = remaining word)",Sum of Delta P scores,number of trigrams in text with Delta P scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Raw,Tokens
