Output Order,Index Name,In Text Name,Category,Introduced in Version,Description,Numerator/equation,Denominator,Corpus/Database,Reference,Corpus/Database Reference,Mode-Genre,Raw/Lemma,Types of Words,Raw/Log,Tokens/Types
680,COCA_lemma_spoken_tri_2_AC,COCA Spoken Trigram Bigram to Unigram Association Strength (AC),Ngram Association Strength,TAALES 2.5,"Mean Approximate Collexeme Strength Score (left to right DP * frequency of first item)  (item 1 = first bigram, item 2 = remaining word)",Sum of Collexeme scores,number of trigrams in text with Collexeme scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Raw,Tokens
681,COCA_lemma_spoken_tri_prop_30k,COCA Spoken Trigram Proportion 30k,Ngram Frequency,TAALES 2.5,"Proportion of trigrams in text that are among the 30,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Raw,Tokens
682,COCA_lemma_spoken_tri_prop_60k,COCA Spoken Trigram Proportion 60k,Ngram Frequency,TAALES 2.5,"Proportion of trigrams in text that are among the 60,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Raw,Tokens
683,COCA_lemma_spoken_tri_prop_90k,COCA Spoken Trigram Proportion 90k,Ngram Frequency,TAALES 2.5,"Proportion of trigrams in text that are among the 90,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Spoken,Lemma,All Words,Raw,Tokens
684,COCA_lemma_Academic_Trigram_Frequency_TP,COCA Academic Trigram Frequency,Ngram Frequency,TAALES 2.5,Mean trigram frequency score,Sum of trigram frequency scores,number of trigrams in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Types
685,COCA_lemma_Academic_Trigram_Range_TP,COCA Academic Trigram Range,Ngram Range,TAALES 2.5,Mean trigram range score,Sum of range scores,number of trigrams in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Types
686,COCA_lemma_Academic_Trigram_Frequency_Log_TP,COCA Academic Trigram Frequency Logarithm,Ngram Frequency,TAALES 2.5,Mean trigram frequency score,Sum of trigram frequency scores,number of trigrams in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Log Transformed,Types
687,COCA_lemma_Academic_Trigram_Range_Log_TP,COCA Academic Trigram Range Logarithm,Ngram Range,TAALES 2.5,Mean trigram range score,Sum of range scores,number of trigrams in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Log Transformed,Types
688,COCA_lemma_academic_tri_MI_TP,COCA Academic Trigram Unigram to Bigram Association Strength (MI),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (item 1 = first word, item 2 = following bigram)",Sum of Mutual Information scores,number of trigrams in text with Mutual Information score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Types
689,COCA_lemma_academic_tri_MI2_TP,COCA Academic Trigram Unigram to Bigram Association Strength (MI^2),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (MI^2)  (item 1 = first word, item 2 = following bigram)",Sum of MI^2 scores,number of trigrams in text with MI^2 scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Types
690,COCA_lemma_academic_tri_T_TP,COCA Academic Trigram Unigram to Bigram Association Strength (T),Ngram Association Strength,TAALES 2.5,"Mean T Association Strength Score  (item 1 = first word, item 2 = following bigram)",Sum of T scores,number of trigrams in text with T scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Types
691,COCA_lemma_academic_tri_DP_TP,COCA Academic Trigram Unigram to Bigram Association Strength (DP),Ngram Association Strength,TAALES 2.5,"Mean Delta P Association Score (left to right)  (item 1 = first word, item 2 = following bigram)",Sum of Delta P scores,number of trigrams in text with Delta P scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Types
692,COCA_lemma_academic_tri_AC_TP,COCA Academic Trigram Unigram to Bigram Association Strength (AC),Ngram Association Strength,TAALES 2.5,"Mean Approximate Collexeme Strength Score (left to right DP * frequency of first item)  (item 1 = first word, item 2 = following bigram)",Sum of Collexeme scores,number of trigrams in text with Collexeme scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Types
693,COCA_lemma_academic_tri_2_MI_TP,COCA Academic Trigram Bigram to Unigram Association Strength (MI),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (item 1 = first bigram, item 2 = remaining word)",Sum of Mutual Information scores,number of trigrams in text with Mutual Information score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Types
694,COCA_lemma_academic_tri_2_MI2_TP,COCA Academic Trigram Bigram to Unigram Association Strength (MI^2),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (MI^2)  (item 1 = first bigram, item 2 = remaining word)",Sum of MI^2 scores,number of trigrams in text with MI^2 scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Types
695,COCA_lemma_academic_tri_2_T_TP,COCA Academic Trigram Bigram to Unigram Association Strength (T),Ngram Association Strength,TAALES 2.5,"Mean T Association Strength Score  (item 1 = first bigram, item 2 = remaining word)",Sum of T scores,number of trigrams in text with T scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Types
696,COCA_lemma_academic_tri_2_DP_TP,COCA Academic Trigram Bigram to Unigram Association Strength (DP),Ngram Association Strength,TAALES 2.5,"Mean Delta P Association Score (left to right)  (item 1 = first bigram, item 2 = remaining word)",Sum of Delta P scores,number of trigrams in text with Delta P scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Types
697,COCA_lemma_academic_tri_2_AC_TP,COCA Academic Trigram Bigram to Unigram Association Strength (AC),Ngram Association Strength,TAALES 2.5,"Mean Approximate Collexeme Strength Score (left to right DP * frequency of first item)  (item 1 = first bigram, item 2 = remaining word)",Sum of Collexeme scores,number of trigrams in text with Collexeme scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Types
698,COCA_lemma_academic_tri_prop_30k_TP,COCA Academic Trigram Proportion 30k,Ngram Frequency,TAALES 2.5,"Proportion of trigrams in text that are among the 30,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Types
699,COCA_lemma_academic_tri_prop_60k_TP,COCA Academic Trigram Proportion 60k,Ngram Frequency,TAALES 2.5,"Proportion of trigrams in text that are among the 60,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Types
700,COCA_lemma_academic_tri_prop_90k_TP,COCA Academic Trigram Proportion 90k,Ngram Frequency,TAALES 2.5,"Proportion of trigrams in text that are among the 90,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Types
701,COCA_lemma_Fiction_Trigram_Frequency_TP,COCA Fiction Trigram Frequency,Ngram Frequency,TAALES 2.5,Mean trigram frequency score,Sum of trigram frequency scores,number of trigrams in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Raw,Types
702,COCA_lemma_Fiction_Trigram_Range_TP,COCA Fiction Trigram Range,Ngram Range,TAALES 2.5,Mean trigram range score,Sum of range scores,number of trigrams in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Raw,Types
703,COCA_lemma_Fiction_Trigram_Frequency_Log_TP,COCA Fiction Trigram Frequency Logarithm,Ngram Frequency,TAALES 2.5,Mean trigram frequency score,Sum of trigram frequency scores,number of trigrams in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Log Transformed,Types
704,COCA_lemma_Fiction_Trigram_Range_Log_TP,COCA Fiction Trigram Range Logarithm,Ngram Range,TAALES 2.5,Mean trigram range score,Sum of range scores,number of trigrams in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Log Transformed,Types
705,COCA_lemma_fiction_tri_MI_TP,COCA Fiction Trigram Unigram to Bigram Association Strength (MI),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (item 1 = first word, item 2 = following bigram)",Sum of Mutual Information scores,number of trigrams in text with Mutual Information score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Raw,Types
706,COCA_lemma_fiction_tri_MI2_TP,COCA Fiction Trigram Unigram to Bigram Association Strength (MI^2),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (MI^2)  (item 1 = first word, item 2 = following bigram)",Sum of MI^2 scores,number of trigrams in text with MI^2 scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Raw,Types
707,COCA_lemma_fiction_tri_T_TP,COCA Fiction Trigram Unigram to Bigram Association Strength (T),Ngram Association Strength,TAALES 2.5,"Mean T Association Strength Score  (item 1 = first word, item 2 = following bigram)",Sum of T scores,number of trigrams in text with T scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Raw,Types
708,COCA_lemma_fiction_tri_DP_TP,COCA Fiction Trigram Unigram to Bigram Association Strength (DP),Ngram Association Strength,TAALES 2.5,"Mean Delta P Association Score (left to right)  (item 1 = first word, item 2 = following bigram)",Sum of Delta P scores,number of trigrams in text with Delta P scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Raw,Types
709,COCA_lemma_fiction_tri_AC_TP,COCA Fiction Trigram Unigram to Bigram Association Strength (AC),Ngram Association Strength,TAALES 2.5,"Mean Approximate Collexeme Strength Score (left to right DP * frequency of first item)  (item 1 = first word, item 2 = following bigram)",Sum of Collexeme scores,number of trigrams in text with Collexeme scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Raw,Types
710,COCA_lemma_fiction_tri_2_MI_TP,COCA Fiction Trigram Bigram to Unigram Association Strength (MI),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (item 1 = first bigram, item 2 = remaining word)",Sum of Mutual Information scores,number of trigrams in text with Mutual Information score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Raw,Types
711,COCA_lemma_fiction_tri_2_MI2_TP,COCA Fiction Trigram Bigram to Unigram Association Strength (MI^2),Ngram Association Strength,TAALES 2.5,"Mean Mutual Information Score (MI^2)  (item 1 = first bigram, item 2 = remaining word)",Sum of MI^2 scores,number of trigrams in text with MI^2 scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Raw,Types
712,COCA_lemma_fiction_tri_2_T_TP,COCA Fiction Trigram Bigram to Unigram Association Strength (T),Ngram Association Strength,TAALES 2.5,"Mean T Association Strength Score  (item 1 = first bigram, item 2 = remaining word)",Sum of T scores,number of trigrams in text with T scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Raw,Types
713,COCA_lemma_fiction_tri_2_DP_TP,COCA Fiction Trigram Bigram to Unigram Association Strength (DP),Ngram Association Strength,TAALES 2.5,"Mean Delta P Association Score (left to right)  (item 1 = first bigram, item 2 = remaining word)",Sum of Delta P scores,number of trigrams in text with Delta P scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Raw,Types
714,COCA_lemma_fiction_tri_2_AC_TP,COCA Fiction Trigram Bigram to Unigram Association Strength (AC),Ngram Association Strength,TAALES 2.5,"Mean Approximate Collexeme Strength Score (left to right DP * frequency of first item)  (item 1 = first bigram, item 2 = remaining word)",Sum of Collexeme scores,number of trigrams in text with Collexeme scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Raw,Types
715,COCA_lemma_fiction_tri_prop_30k_TP,COCA Fiction Trigram Proportion 30k,Ngram Frequency,TAALES 2.5,"Proportion of trigrams in text that are among the 30,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Raw,Types
716,COCA_lemma_fiction_tri_prop_60k_TP,COCA Fiction Trigram Proportion 60k,Ngram Frequency,TAALES 2.5,"Proportion of trigrams in text that are among the 60,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Raw,Types
717,COCA_lemma_fiction_tri_prop_90k_TP,COCA Fiction Trigram Proportion 90k,Ngram Frequency,TAALES 2.5,"Proportion of trigrams in text that are among the 90,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Lemma,All Words,Raw,Types
